match_id,season,team1,team2,venue,winner,player_of_match,toss_winner,toss_decision
1304075,2022,Chennai Super Kings,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,DA Miller,Gujarat Titans,field
1304076,2022,Rajasthan Royals,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",Rajasthan Royals,YS Chahal,Kolkata Knight Riders,field
1304077,2022,Royal Challengers Bangalore,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,F du Plessis,Lucknow Super Giants,field
1304078,2022,Punjab Kings,Delhi Capitals,"Brabourne Stadium, Mumbai",Delhi Capitals,Kuldeep Yadav,Delhi Capitals,field
1304079,2022,Mumbai Indians,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Mukesh Choudhary,Chennai Super Kings,field
1304080,2022,Rajasthan Royals,Delhi Capitals,"Wankhede Stadium, Mumbai",Rajasthan Royals,JC Buttler,Delhi Capitals,field
1304081,2022,Gujarat Titans,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Rashid Khan,Gujarat Titans,bat
1304082,2022,Royal Challengers Bangalore,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,M Jansen,Sunrisers Hyderabad,field
1304083,2022,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,KL Rahul,Mumbai Indians,field
1304084,2022,Punjab Kings,Chennai Super Kings,"Wankhede Stadium, Mumbai",Punjab Kings,S Dhawan,Chennai Super Kings,field
1304085,2022,Rajasthan Royals,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,R Parag,Royal Challengers Bangalore,field
1304086,2022,Sunrisers Hyderabad,Gujarat Titans,"Wankhede Stadium, Mumbai",Gujarat Titans,Umran Malik,Gujarat Titans,field
1304087,2022,Kolkata Knight Riders,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,Kuldeep Yadav,Delhi Capitals,field
1304088,2022,Lucknow Super Giants,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,KH Pandya,Punjab Kings,field
1304089,2022,Royal Challengers Bangalore,Gujarat Titans,"Brabourne Stadium, Mumbai",Gujarat Titans,R Tewatia,Royal Challengers Bangalore,bat
1304090,2022,Rajasthan Royals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,SA Yadav,Mumbai Indians,field
1304091,2022,Lucknow Super Giants,Delhi Capitals,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mohsin Khan,Lucknow Super Giants,bat
1304092,2022,Chennai Super Kings,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,RD Gaikwad,Sunrisers Hyderabad,field
1304093,2022,Rajasthan Royals,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,RK Singh,Kolkata Knight Riders,field
1304094,2022,Gujarat Titans,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,K Rabada,Gujarat Titans,bat
1304095,2022,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,HV Patel,Chennai Super Kings,field
1304096,2022,Delhi Capitals,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",Delhi Capitals,DA Warner,Sunrisers Hyderabad,field
1304097,2022,Mumbai Indians,Gujarat Titans,"Brabourne Stadium, Mumbai",Mumbai Indians,TH David,Gujarat Titans,field
1304098,2022,Punjab Kings,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,YBK Jaiswal,Punjab Kings,bat
1304099,2022,Lucknow Super Giants,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Avesh Khan,Kolkata Knight Riders,field
1304100,2022,Royal Challengers Bangalore,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,PWH de Silva,Royal Challengers Bangalore,bat
1304101,2022,Chennai Super Kings,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,DP Conway,Delhi Capitals,field
1304102,2022,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,JJ Bumrah,Mumbai Indians,field
1304103,2022,Gujarat Titans,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Shubman Gill,Gujarat Titans,bat
1304104,2022,Rajasthan Royals,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,MR Marsh,Delhi Capitals,field
1304105,2022,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,DR Sams,Mumbai Indians,field
1304106,2022,Punjab Kings,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",Punjab Kings,JM Bairstow,Royal Challengers Bangalore,field
1304107,2022,Kolkata Knight Riders,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,AD Russell,Kolkata Knight Riders,bat
1304108,2022,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",Gujarat Titans,WP Saha,Chennai Super Kings,bat
1304109,2022,Rajasthan Royals,Lucknow Super Giants,"Brabourne Stadium, Mumbai",Rajasthan Royals,TA Boult,Rajasthan Royals,bat
1304110,2022,Delhi Capitals,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,SN Thakur,Punjab Kings,field
1304111,2022,Sunrisers Hyderabad,Mumbai Indians,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,RA Tripathi,Mumbai Indians,field
1304112,2022,Lucknow Super Giants,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Q de Kock,Lucknow Super Giants,bat
1304113,2022,Gujarat Titans,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,V Kohli,Gujarat Titans,bat
1304114,2022,Chennai Super Kings,Rajasthan Royals,"Brabourne Stadium, Mumbai",Rajasthan Royals,R Ashwin,Chennai Super Kings,bat
1304115,2022,Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,JJ Bumrah,Mumbai Indians,field
1304116,2022,Sunrisers Hyderabad,Punjab Kings,"Wankhede Stadium, Mumbai",Punjab Kings,Harpreet Brar,Sunrisers Hyderabad,bat
1312197,2022,Rajasthan Royals,Gujarat Titans,"Eden Gardens, Kolkata",Gujarat Titans,DA Miller,Gujarat Titans,field
1312198,2022,Royal Challengers Bangalore,Lucknow Super Giants,"Eden Gardens, Kolkata",Royal Challengers Bangalore,RM Patidar,Lucknow Super Giants,field
1312199,2022,Royal Challengers Bangalore,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,JC Buttler,Rajasthan Royals,field
1312200,2022,Rajasthan Royals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,HH Pandya,Rajasthan Royals,bat
1359475,2023,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Rashid Khan,Gujarat Titans,field
1359476,2023,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Arshdeep Singh,Kolkata Knight Riders,field
1359477,2023,Lucknow Super Giants,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MA Wood,Delhi Capitals,field
1359478,2023,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,JC Buttler,Sunrisers Hyderabad,field
1359479,2023,Mumbai Indians,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,F du Plessis,Royal Challengers Bangalore,field
1359480,2023,Chennai Super Kings,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,MM Ali,Lucknow Super Giants,field
1359481,2023,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",Gujarat Titans,B Sai Sudharsan,Gujarat Titans,field
1359482,2023,Punjab Kings,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Punjab Kings,NT Ellis,Rajasthan Royals,field
1359483,2023,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,SN Thakur,Royal Challengers Bangalore,field
1359484,2023,Sunrisers Hyderabad,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,KH Pandya,Sunrisers Hyderabad,bat
1359485,2023,Rajasthan Royals,Delhi Capitals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,YBK Jaiswal,Delhi Capitals,field
1359486,2023,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,RA Jadeja,Chennai Super Kings,field
1359487,2023,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,RK Singh,Gujarat Titans,bat
1359488,2023,Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,S Dhawan,Sunrisers Hyderabad,field
1359489,2023,Royal Challengers Bangalore,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,N Pooran,Lucknow Super Giants,field
1359490,2023,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,RG Sharma,Mumbai Indians,field
1359491,2023,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,R Ashwin,Chennai Super Kings,field
1359492,2023,Punjab Kings,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Gujarat Titans,MM Sharma,Gujarat Titans,field
1359493,2023,Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Sunrisers Hyderabad,HC Brook,Kolkata Knight Riders,field
1359494,2023,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,V Kohli,Delhi Capitals,field
1359495,2023,Lucknow Super Giants,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Sikandar Raza,Punjab Kings,field
1359496,2023,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,VR Iyer,Mumbai Indians,field
1359497,2023,Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,SO Hetmyer,Rajasthan Royals,field
1359498,2023,Chennai Super Kings,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,DP Conway,Royal Challengers Bangalore,field
1359499,2023,Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,C Green,Sunrisers Hyderabad,field
1359500,2023,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,MP Stoinis,Rajasthan Royals,field
1359501,2023,Royal Challengers Bangalore,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Royal Challengers Bangalore,Mohammed Siraj,Punjab Kings,field
1359502,2023,Kolkata Knight Riders,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,I Sharma,Delhi Capitals,field
1359503,2023,Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,RA Jadeja,Chennai Super Kings,field
1359504,2023,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,MM Sharma,Gujarat Titans,bat
1359505,2023,Punjab Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Punjab Kings,SM Curran,Mumbai Indians,field
1359506,2023,Royal Challengers Bangalore,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,GJ Maxwell,Rajasthan Royals,field
1359507,2023,Chennai Super Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",Chennai Super Kings,AM Rahane,Kolkata Knight Riders,field
1359508,2023,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,AR Patel,Delhi Capitals,bat
1359509,2023,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,A Manohar,Mumbai Indians,field
1359510,2023,Kolkata Knight Riders,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,CV Varun,Royal Challengers Bangalore,field
1359511,2023,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,YBK Jaiswal,Rajasthan Royals,bat
1359512,2023,Lucknow Super Giants,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Lucknow Super Giants,MP Stoinis,Punjab Kings,field
1359513,2023,Kolkata Knight Riders,Gujarat Titans,"Eden Gardens, Kolkata",Gujarat Titans,J Little,Gujarat Titans,field
1359514,2023,Sunrisers Hyderabad,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,MR Marsh,Sunrisers Hyderabad,bat
1359515,2023,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,DP Conway,Chennai Super Kings,bat
1359516,2023,Rajasthan Royals,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,YBK Jaiswal,Rajasthan Royals,bat
1359517,2023,Royal Challengers Bangalore,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,F du Plessis,Royal Challengers Bangalore,bat
1359518,2023,Delhi Capitals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Mohammed Shami,Delhi Capitals,bat
1359519,2023,Lucknow Super Giants,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,Chennai Super Kings,field
1359520,2023,Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Mumbai Indians,Ishan Kishan,Mumbai Indians,field
1359521,2023,Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,CV Varun,Kolkata Knight Riders,bat
1359522,2023,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",Gujarat Titans,Rashid Khan,Rajasthan Royals,bat
1359523,2023,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,M Pathirana,Chennai Super Kings,field
1359524,2023,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,PD Salt,Royal Challengers Bangalore,bat
1359525,2023,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Shubman Gill,Lucknow Super Giants,field
1359526,2023,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,GD Phillips,Rajasthan Royals,bat
1359527,2023,Punjab Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,AD Russell,Punjab Kings,bat
1359528,2023,Royal Challengers Bangalore,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,SA Yadav,Mumbai Indians,field
1359529,2023,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,RA Jadeja,Chennai Super Kings,bat
1359530,2023,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,YBK Jaiswal,Rajasthan Royals,field
1359531,2023,Mumbai Indians,Gujarat Titans,"Wankhede Stadium, Mumbai",Mumbai Indians,SA Yadav,Gujarat Titans,field
1359532,2023,Sunrisers Hyderabad,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,PN Mankad,Sunrisers Hyderabad,bat
1359533,2023,Punjab Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Punjab Kings,P Simran Singh,Delhi Capitals,field
1359534,2023,Royal Challengers Bangalore,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,WD Parnell,Royal Challengers Bangalore,bat
1359535,2023,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,RK Singh,Chennai Super Kings,bat
1359536,2023,Gujarat Titans,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Shubman Gill,Sunrisers Hyderabad,field
1359537,2023,Lucknow Super Giants,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MP Stoinis,Mumbai Indians,field
1359538,2023,Delhi Capitals,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Delhi Capitals,RR Rossouw,Punjab Kings,field
1359539,2023,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bangalore,V Kohli,Royal Challengers Bangalore,field
1359540,2023,Punjab Kings,Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Rajasthan Royals,D Padikkal,Rajasthan Royals,field
1359541,2023,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,RD Gaikwad,Chennai Super Kings,bat
1359542,2023,Lucknow Super Giants,Kolkata Knight Riders,"Eden Gardens, Kolkata",Lucknow Super Giants,N Pooran,Kolkata Knight Riders,field
1359543,2023,Sunrisers Hyderabad,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,C Green,Mumbai Indians,field
1359544,2023,Royal Challengers Bangalore,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Shubman Gill,Gujarat Titans,field
1370350,2023,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,RD Gaikwad,Gujarat Titans,field
1370351,2023,Mumbai Indians,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Akash Madhwal,Mumbai Indians,bat
1370352,2023,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Shubman Gill,Mumbai Indians,field
1370353,2023,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,DP Conway,Chennai Super Kings,field
1422119,2024,Royal Challengers Bengaluru,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Mustafizur Rahman,Royal Challengers Bengaluru,bat
1422120,2024,Delhi Capitals,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,SM Curran,Punjab Kings,field
1422121,2024,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,AD Russell,Sunrisers Hyderabad,field
1422122,2024,Rajasthan Royals,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,SV Samson,Rajasthan Royals,bat
1422123,2024,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,B Sai Sudharsan,Mumbai Indians,field
1422124,2024,Punjab Kings,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,V Kohli,Royal Challengers Bengaluru,field
1422125,2024,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,S Dube,Gujarat Titans,field
1422126,2024,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Abhishek Sharma,Mumbai Indians,field
1422127,2024,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,R Parag,Delhi Capitals,field
1422128,2024,Royal Challengers Bengaluru,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,SP Narine,Kolkata Knight Riders,field
1422129,2024,Lucknow Super Giants,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MP Yadav,Lucknow Super Giants,bat
1422130,2024,Sunrisers Hyderabad,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,MM Sharma,Sunrisers Hyderabad,bat
1422131,2024,Delhi Capitals,Chennai Super Kings,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,KK Ahmed,Delhi Capitals,bat
1422132,2024,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,TA Boult,Rajasthan Royals,field
1422133,2024,Lucknow Super Giants,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,MP Yadav,Royal Challengers Bengaluru,field
1422134,2024,Kolkata Knight Riders,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,SP Narine,Kolkata Knight Riders,bat
1422135,2024,Gujarat Titans,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Shashank Singh,Punjab Kings,field
1422136,2024,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Abhishek Sharma,Sunrisers Hyderabad,field
1422137,2024,Royal Challengers Bengaluru,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,JC Buttler,Rajasthan Royals,field
1422138,2024,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,R Shepherd,Delhi Capitals,field
1422139,2024,Lucknow Super Giants,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Yash Thakur,Lucknow Super Giants,bat
1426260,2024,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,RA Jadeja,Chennai Super Kings,field
1426261,2024,Sunrisers Hyderabad,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Sunrisers Hyderabad,Nithish Kumar Reddy,Punjab Kings,field
1426262,2024,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",Gujarat Titans,Rashid Khan,Gujarat Titans,field
1426263,2024,Royal Challengers Bengaluru,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,JJ Bumrah,Mumbai Indians,field
1426264,2024,Lucknow Super Giants,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Kuldeep Yadav,Lucknow Super Giants,bat
1426265,2024,Punjab Kings,Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Rajasthan Royals,SO Hetmyer,Rajasthan Royals,field
1426266,2024,Lucknow Super Giants,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,PD Salt,Kolkata Knight Riders,field
1426267,2024,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Chennai Super Kings,M Pathirana,Mumbai Indians,field
1426268,2024,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,TM Head,Royal Challengers Bengaluru,field
1426269,2024,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,JC Buttler,Rajasthan Royals,field
1426270,2024,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,RR Pant,Delhi Capitals,field
1426271,2024,Mumbai Indians,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mumbai Indians,JJ Bumrah,Punjab Kings,field
1426272,2024,Chennai Super Kings,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,KL Rahul,Lucknow Super Giants,field
1426273,2024,Sunrisers Hyderabad,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,TM Head,Delhi Capitals,field
1426274,2024,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Kolkata Knight Riders,AD Russell,Royal Challengers Bengaluru,field
1426275,2024,Punjab Kings,Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Gujarat Titans,R Sai Kishore,Punjab Kings,bat
1426276,2024,Mumbai Indians,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Sandeep Sharma,Mumbai Indians,bat
1426277,2024,Chennai Super Kings,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,MP Stoinis,Lucknow Super Giants,field
1426278,2024,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",Delhi Capitals,RR Pant,Gujarat Titans,field
1426279,2024,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,RM Patidar,Royal Challengers Bengaluru,bat
1426280,2024,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,JM Bairstow,Punjab Kings,field
1426281,2024,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Delhi Capitals,J Fraser-McGurk,Mumbai Indians,field
1426282,2024,Lucknow Super Giants,Rajasthan Royals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,SV Samson,Rajasthan Royals,field
1426283,2024,Gujarat Titans,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,WG Jacks,Royal Challengers Bengaluru,field
1426284,2024,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,RD Gaikwad,Sunrisers Hyderabad,field
1426285,2024,Delhi Capitals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,CV Varun,Delhi Capitals,bat
1426286,2024,Mumbai Indians,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MP Stoinis,Lucknow Super Giants,field
1426287,2024,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,Harpreet Brar,Punjab Kings,field
1426288,2024,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,B Kumar,Sunrisers Hyderabad,bat
1426289,2024,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,VR Iyer,Mumbai Indians,field
